"author_location","author_name","business_id","business_name","created_date","language","rating","reactions/helpful","reactions/love_this","reactions/oh_no","reactions/thanks","review_id","text"
"San Jose, CA","Justin B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-01-16T01:41:16-08:00","en","5","2","2","0","1","ZoY14_m416dB8JZijCTcoQ","Possibly the BEST southern food I've had outside the south in my life. Everything shown on the table here was delicious. This was the first time I've ever eaten oxtails in my life, and I was blown away at how I haven't tried this dish  sooner. The gravy mixed with the fatty & tender oxtail made one of the best meals I've had all year and is truly a dish I can't put in words to describe. The fried chicken was super crispy, and you can tell was made right as we ordered. 
Throw a little of their house hot sauce on there and it will make your week. All this along with the creamy Mac and cheese and collard greens, there is literally nothing to complain about with this place. Fixins truly embodies what it means to be soul food: food that makes your soul happy. If you're anywhere near the Sacramento area, you NEED to try this place at least once, you definitely won't regret it!"
"Oakland, CA","Jasmine B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-04-25T20:01:09-07:00","en","5","1","1","0","1","GI6wb9faFDFWZEpagOVNLQ","5 stars across the board for Fixins. Everything was really good & everyone was really nice and greeted us with smiles. I got the oxtails and okra, so tender & flavorful! My honey got the chicken wings and waffles & he enjoyed it as well! Anytime I'm in town I'm stopping by and I need those oxtails again!!"
"Folsom, CA","Kyla I.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-06-15T19:49:31-07:00","en","5","0","0","0","0","Ngm5El7CV0NAJU44vIXj5g","Delicious and always packed.
I'm glad I got reservations for Saturday brunch online! People are normally waiting forever!"
"CA, CA","Paul S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-06-17T10:03:14-07:00","en","5","1","1","0","1","tUh4G8pVSFL_CfdGrIZ70w","Service was very good. Casual vibe without being too relaxed was the feel. My wife and I split a smothered pork chop and it was tasty with just the right amount of gravy. Our okra with bacon was a little salty but I think it was the bacon. Our red beans and rice were spicy but not hot and I really enjoyed them. The Mac and Cheese was creamy. One gripe the food prices were quite fair but the drinks were very overpriced. 5$ for an iced tea or kool aid is a bit much."
"San Pablo, CA","Lunell G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-04-05T11:24:20-07:00","en","5","0","0","0","0","Jl_dcPtR3popAXFntW1TcQ","Music great, few minutes to be seat. Staff were amazing!!! I ordered fried green tomatoes absolutely the best!!! Black eyed peas were fabulous without meat!!! I'm a Pescatarian so the options were great! The catfish nuggets are tasty too! Give them a try!!!!"
"St. Louis, MO","Torre R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-02-07T17:39:31-08:00","en","2","0","0","0","0","UcqfsqKnwF90hTHsZl3Esw","i'm visiting from Atlanta & wasn't impressed ; the ambiance is great & the hostess was very inviting & nice . 
the food was ok , to say the least . we ordered hennessy wings , oxtail , mac & cheese , black eyed peas , candied yams & a waffle & wing . 
hennessy wings were cooked too soft ; the oxtail had good flavor , but was chewy . the sides were ok , not the best 
we had a lavender lemon drop , blue raspberry margarita & a sidecar 
the margarita was NOT it AT ALL ; but i drink it because i don't waste liquor
service was slow ; we had to wait for a waitress & ended up getting another person from a different section & after we got the food & drinks , we didn't see the waiter again"
"Sacramento, CA","Jeff T.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-12-30T13:07:02-08:00","en","4","3","2","0","0","enlZ3TFp1jKAsC07mWHhMg","I came back to try more items on the menu. During this visit, I was craving gumbo and opted to add shrimp. Overall the gumbo was underwhelming for me. It came with 3 medium-ish sized shrimp, 2 slices of sausage, 1 cube of chicken, and 1 scoop of rice. The sauce tasted like gravy to me as it lacked any taste of added spices or kick (I like my gumbo spicy). Nonetheless, the dish was filling. I would give this dish a solid 3.5/5. 

The service was great as usual and parking was easy on this particular Monday. I look forward to trying more from the menu."
"Citrus Heights, CA","Valerie K.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-12-21T19:01:33-08:00","en","4","5","4","0","0","tQBPW5q4IJsQxBq6gTFkOg","This place is a must to get your Soul food fix. Everything was delicious from the deviled eggs to the fruit punch that was childhood reminiscent. The hot chicken sandwich was the bomb. Service was a bit on the slower side, but the food was amazing."
"Rocklin, CA","Sue G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-05-12T14:15:38-07:00","en","5","0","0","0","0","3hQXRde6qbyIDtG3w_mKkg","I wish there were more stars to give.. This restaurant is LEGIT!! My kids have all raved about it so for Mother's Day, we were fortunate enough to get a reservation! As PACKED as it was, I never had such fast and friendly service!! Our waitress ALIZAE was soooo sweet and fast! Mikey was great and helpful too! The food was spot on-- sausage gravy and biscuits, smoky collard greens, smothered pork chops, shrimp and creamy grits, and excellent fried chicken on a CRISPY waffle- which thrilled me to no end cos most places only serve Belgian waffles ‍. The drinks were great too- a Rose Martini, Soicy Bloody Mary and a great house Chardonnay.. And the prices are EXCELLENT and the servings are HUGE! I see why this place is so popular!! Gonna be my family's Mothers Day tradition from now on- but I'm not waiting til next May to go back either!!  My Grammie was from the South and she would have been so proud! Thanks again for such a wonderful meal!!"
"Sacramento, CA","Brandi J.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-01-07T22:48:36-08:00","en","5","1","0","0","0","SnBlqx2nKvebc23Ae3rpbw","Hella good oxtails need more meat less fat but it was good will b bk even my daughter enjoyD"
"Stockton, CA","Kharla T.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-11-13T10:18:21-08:00","en","5","0","0","0","0","kbOA890eqBsVw_Mcpyw1hQ","Food was just delicious.  Service was ok. Ambiance was good too. Definitely going back again"
"San Francisco Bay Area, CA","Jessica L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-04-08T16:08:27-07:00","en","5","1","1","0","1","YBt8edIpVSyeFdwcwz8lBA","Delicious southern food with perfect texture and rich flavor. There's a reason why there's a line here! I had my food to-go, and it was fresh and hot when I received it. The catfish is crispy and flaky inside, a unique treat. Love that they come with many sides! They also gave a lot of hot sauce to go. Parking is easy in this part of Sacramento since there are parking lots and plenty of street parking. Just be prepared to wait if you're coming at a busy time!"
"Arden-Arcade, Sacramento, CA","Matthew James R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-04-10T20:46:40-07:00","en","5","2","1","0","2","QbbcAbC3JQIRH1jLeXTHXQ","Yes.  

All of it. 

Just YES!

Check it out.  The atmosphere, experience, flavor, and SOUL is to die for. Not just in this restaurant, but the community surrounding it.  The barbershop, coffee shop, and bookstore on the same block.  

They get busy but I promise you it's worth the wait.  I highly recommend a reservation. Especially evenings and weekends.  

The staff are extremely friendly and make you feel at home.  The youth they hire are extremely professional and have a beautiful and bright future ahead of them. 

The food.  THE FOOD!!!   Talk about love going into every dish.  You cannot go wrong with anything on the menu but I highly recommend the fried green tomatoes and the shrimp and grits!   It's okay to get a to go box.  Believe me, you'll likely need it. 

All in all, I want to say thank you to the amazing team. Front of house and back of house who put so much love into this place.  

I will be returning often."
"Sacramento, CA","Katie S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-01-30T20:13:44-08:00","en","4","2","1","0","0","lGEs-bZ0s-znt8qsoMx-0w","Delicious food! We ordered catfish nuggets, shrimp & grits, greens, red beans & rice and black eyed peas. I wasn't a fan of the way the black eyed peas were prepared, but everything else was full of flavor & cooked perfectly. Love the house hot sauce!
Our server & everyone we encountered was very kind & welcoming, but the restaurant got busy & we were forgotten. The food took longer than expected since the restaurant was fairly empty when we ordered. Maybe our server forgot to put the order in.  In spite of that, we enjoyed everything about this place.
Love the interior, the artwork, cool T-shirts & the entire neighborhood with unique shops & a great vibe. We can't wait to go back!"
"Sacramento, CA","Alejandra G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-04-07T12:43:33-07:00","en","5","0","0","0","0","VdqUCcoxX1z89cCI-UQzew","Got a variety of food & it was very flavorful! The shrimp and grits was amazing! Their chicken and Mac n cheese - so good! Also a fan of their catfish bites. Our server, JC, was very attentive to our large party and had great lively energy!"
"Sacramento, CA","Marlon Y.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-07-11T00:15:41-07:00","en","4","0","0","0","0","Cbq9JQCM1mTqgw19Z0LQhg","Finally tried Fixins after letting the buzz die down. Let me qualify my review with the fact that I can cook but my mom was renowned for ""putting her foot in it"" and on top of it, my nephew/chef was in town visiting, so humbly stated - we have advanced tasting skills.

The vibe and music alone made me want to come back after dark for an adult beverage as we were all bobbing our heads to the 90s jams. I also enjoyed reading about the family/restaurant history. Consistent with other reviews, the fried chicken is a must, juicy with great crunch. The fried fish was just ok; beans and rice are worth a repeat, greens were a little salty and just slightly undercooked; Mac&cheese had great flavor but the cheese was a little grainy (per nephew); charred okra was cooked well and delicious. We finished off with a shared cobbler which was different than our family recipe but still good flavor."
"Millbrae, CA","Alicia W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-12-13T20:46:14-08:00","en","5","6","5","0","0","pUd7-1uZDmpqDLZWByKVVw","AMAZING!!!! We came on a Saturday around 1pm and it was a 15-20 min wait, not bad! 

Service: great. The waitress came by the table a few times to check on us. We ordered us drinks, but she gave us water too within the first 5 mins of sitting down and food came out in 10 mins?? It was so fast. Plates were HOT so it kept the food warm throughout the meal. She was also proactive and got us boxes to pack leftovers before we had to ask. 

Food: wow. So so good! We don't get soul food too often so we ordered a lot to try. 
- Chicken and waffles were bomb - chicken thighs were a good size, crispy skin, juicy. Waffles were thinner, had alittle crunch but soft inside with a hint of cinnamon. Syrup was thick and rich. Butter was elite. A lot of food for 1.  
- fried catfish - liked this more than we thought. Crispy, light and different. There was tartar sauce and also an aioli and it had a hunt if spice. Went well together. 
- sweetened ice tea - 10/10, are you kidding??? I need this on tap. I like my drinks sweet and this was perfect and came in a large mason. 
- mac & cheese side - not a huge mac n cheese person normally but yum. There were two types of cheeses, tasted cheesey but not too much
- gritz - first timer and it was interesting. Kinda of like porridge/mashed potato texture. Was a good experience for my first time

I'm not normally in this area, but would make the 1.5 hr drive for this!"
"North Chicago, IL","Juliana G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-04-23T15:12:04-07:00","en","4","2","1","0","1","RyTsAUdu6u_lRcvCqgiYbg","The food is delicious but the service leaves a lot of be desired. The music sets a great vibe but it took a long time to get our drink order, then we received our main course before our appetizer or drinks. We had to ask for things several times before we got them. Maybe they're just low on personnel. The manager seemed to be trying to take care of a lot and even assisted when I needed something, I just wish our server had the same enthusiasm. 
I'd definitely come back because of the quality of food, but I'd take into account the delay in service."
"Sacramento, CA","Atija R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-12-02T13:58:40-08:00","en","2","4","2","1","0","2DsHZkj0vWvDRKGiwllY5w","So. . .this was a random night out for our family. My husband and I have been wanting to try this place but because of life just hadn't got around to it until now. Someone said this was the most consistent soul food in Sacramento so we decided to make the effort to try it (however, I disagree).

One of the things that I did not like was being sat in the very back by the opening of the kitchen and where the servers use the machine to place orders and ring up the bill for their customers. I don't care what business it is, I don't think any tables should be put in those types of spaces. It takes away from the experience when servers congregate near your table while you're eating. The second thing that I think really affected my experience here was receiving dirty dishes with food still stuck to the bottom of them before we even received our food. This grossed me out. It affected me a lot more than I anticipated so I wasn't able to fully enjoy my meal because in the back of my mind, I'm wondering what other dishes are we eating off of or putting in our mouth that are actually still dirty. Additionally, we waited an extremely long time for our food to be served as well as to receive our check. 

The food in my opinion was not that great. There were five people in our party and no one was truly satisfied with their meal. The thing that we liked the most was our drinks that came in large mason jars. That's not enough to keep us coming back so I don't think we will be back to this establishment. We'll see."
"West Sacramento, CA","Christy J.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-12-27T09:27:21-08:00","en","4","3","4","0","1","0GHnba1CnQXeXbfoDAkBOA","This place has a nice ambiance with a full bar and delicious drinks. The staff were all very nice and helpful when it came to choosing menu items. We chose the Pimento cheese dip to start which was delicious! The fried green tomatoes were just as good. I was a bit indifferent when it came to the deep fried egg cups, but my GF loved them. They were a little too dry for me. The chicken (dark meat), grits and Mac & cheese were all tasty. We will definitely be back to try other dishes as I really wanted to try the shrimp and grits!"
"Oakdale Village, North Highlands, CA","Linda L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2025-05-06T19:38:51-07:00","en","5","1","0","0","0","oIJp7FHLgX_dI3cODJCMKw","I love the fried chicken and greens.  Parking can be an issue but parking is always available across broadway."
"Oakland, CA","Jahmal P.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-03-24T16:18:53-07:00","en","5","0","0","0","0","vtBEw-4Ed1s5W3HlWbno_w","This is combination review  April 2023 and January 2024.  Having tired fixins on a number of occasions from la and sac I have to say I love the vibe. I love that I can walk in fixins in la or in sac and I'm going to get the same tasting product  they have on hell of a standardized recipes and they stick to it. The service and the food here are both great.   The fried chicken is crispy  seasoned and fried well it's not the best I have had  but it's  good. The greens I love them here that Smokey flavor the pot licker  I could drink by the gallons. The Mac and cheese is cheesy creamy and delicious. The yams are soft rich buttery and sweet. And potato salad is def how I prefer it with mustard and not sweet but tangy. The fried catfish doesn't have the earthy taste that you get sometimes from other spots they do a great job in seasoning and preparing it.  The  fried devil eggs are my favor deviled eggs I don't eat pork so I give the bacon away but the. Crispness of the fried egg whites and the seasoned yolk filling with the hot Sauce is a must have for me. As much as I love the deviled eggs. For me the star of stars here is the oxtails.  Slow cooked. Fall off the bone seasoned  and soaked in that heavenly gravy. That's rich brownish red. It's great  I could eat this by the truck loads. Fixins for me is def the best soul food spot in the bay of u consider sac the bay lol"
"Roseville, CA","Dan K.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-02-11T05:58:02-08:00","en","5","1","0","0","0","CwVRQVh8o9fuf-V-RRj3KA","I don't come out to downtown too often, because of the whole parking situation dilemma almost every time. But, when I do, I always shoot for new places that look amazing. This place was no different, just a random find in the old neighborhood and stomping grounds. 
The food was pretty amazing! Their catfish was crispy on the outside, nice & juicy on the inside. The sandwich combination and the different flavors all balanced very well together. The potato salad was pretty bomb as well and very original. A different spin that took me a minute to put my finger on was their pickles that were pickled in cool aid. That was new, different, unexpected, but, I think I like it!
The service and overall experience were great. They were busy during a lunch rush hour. But, everyone was attentive, helpful, friendly and on top of the whole process. The location, layout and set up of this place is nice. We sat at the bar, which was comfortable and roomy. 
I definitely recommend this place, if you haven't been. Next time I'm in the area, will definitely stop here to try something else on their expansive menu!!"
"Sacramento, CA","Latresia M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-05-06T10:51:22-07:00","en","5","1","1","0","1","hRwA5CSaBjqBbwBkGtA_Ew","I have been hearing great things about this restaurant and everything I heard was true, since there is always a long wait I decided to go around happy hour time which was perfect and I was able to be seated right away.  The host and server were extremely nice and attentive and the ambiance was chill with 90's R&B playing was 10/10 . 
 
I had the deep dried deviled eggs that were 10/10 and the pork chops with Mac and cheese and yams also 10/10. 

My whole experience was great and  food was superb so I will definitely be back again."
"Oakland, CA","R. S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-04-15T15:56:41-07:00","en","4","0","0","1","0","A6vTd7SimRKDDZPOndHK7g","Made an online order because they don't accept phone orders. It makes hella sense because it's poppin in Fixins on a Saturday evening! 

I ordered a 3 piece fried chicken meal with potato salad and red beans and rice. It also came with a biscuit and a sweet butter spread. I added a yella sauce for dipping my pollo. My boo got the shrimp and grits and a side of Mac n cheese. 

After pick up which was quick and simple we went home to indulge. Listen, if my car doesn't smell like the food I just bought I'm pissed! I had no worries with Fixins. My car was filled w delicious aromas! Almost pulled over and ate on the side of the damn road! That's what good food is supposed to do. 

Anywho, got home and plated our meals. My first bite into the chicken was, chefs kiss homie! Sooo good! The red beans and rice were also fire. The potato salad was good as well. The biscuit was biscuiting with that sweet creamy butter! My boo enjoyed every morsel of shrimp and grits! 

Oh, almost forgot. The only meh item was the banana pudding. I happen to love mad cookies layered in my banana pudding and theirs is mostly creamy. Decent flavor. 

All in all peeps. Goooooo. Ruuuun to Fixins. If you're missing your granny, your mom or anyone who would nourish you with good soul food. This is the place for you! And invite me!! 

Truly delish"
"North Sacramento, Sacramento, CA","Tracy W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-02-03T07:45:38-08:00","en","5","3","1","0","1","lRNo4T3__LfmxvJAOuu7ug","Well I'll be dreaming of this place until I can't get back again. WOW!!!! Everything we ate absolutely incredible. Seasoned to perfection. Cooked to perfection. Plated to perfection. The fried chicken was so crispy on the outside and really juicy on the inside. Flavor packed through out. The potato salad was the perfect combination of vinegar, touch of sweet, a bit of crunch, nice and creamy. So good! The charred okra was the best okra I've ever eaten. But the STAR of the show was the BISCUIT AND FRUIT BUTTER.  Sweet, savory, flaky, crunchy, pilllowy. I have not one negative thing to say about our experience. The service from our waitress Aimee was above and beyond! She was attentive and so nice! The restaurant itself is tucked into the oak park neighborhood and was packed with locals. It's decorated with memorabilia from the neighborhood and the family that started it."
"Sacramento, CA","Sierra S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-12-02T19:48:41-08:00","en","5","2","4","0","1","N7YHYi1BfdvSZDAVEjfPWA","Delicious fried chicken, and it goes so well with their hot sauce. The biscuit and fixins were incredible. The servers are nice and the restaurant is in such a cute part of Oak Park. I want to try the brunch menu and peach cobbler next!"
"Oakland, CA","Kenisha B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-05-27T20:09:04-07:00","en","2","0","0","0","0","uek4ABaTMARPuwkbFDQ1xw","Came with a large party this past Memorial Day weekend. Most of us, it was our first time there so my only two issues were, the outdoor area not having fans. I was expecting it to be some because it gets real hot in Sac during the summers. We were sweating our butts off. The other issue was bugs flying around or food and drinks as we were eating.
Service was good. Food was good."
"Elk Grove, CA","Roslyn G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-04-04T16:19:19-07:00","en","1","1","0","0","0","LdcFolmqcxtsXndnPuEuyw","I left sorely disappointed my last two visits. 
I ordered shrimp and grits. The grits were literally scraped from the bottom of a pot that had been sitting for a while. The Grits were dry and even had that film they get when they have been sitting for a while. No- one tried to stir them and hide the fact that they were old.
The next and last time I went I ordered the fried eggs. The eggs were rubbery... and tasted sour. I left so disappointed I don't see myself coming back. 
Fixins has really fallen far in my book. 
The next time some suggests Fixins... you know what my answer will be"
"Hayward, CA","Asoiva L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-06-24T13:36:51-07:00","en","5","0","0","0","0","QCkRhVl1K1JCgXCXOFCrvQ","This place was recommended by a family member and a few others but this place menu caught my attention with all the sides and entree's! Service was great by Kronk and the environment and cleanliness was good! I am def telling all my followers on all platforms! We will be back for sure! I took some pics of what we ate I hope your eyes get full lol everything tasted great and the sauces I just know are homemade!"
"Chicago, IL","Lorri P.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-07-15T17:21:52-07:00","en","5","9","6","0","0","AU_EF0oZ5r0XlCQDWF0nrg","I'm visiting family in Sacramento and we had dinner here. Wow! What a treat! We started with fried green tomatoes (a family favorite! My grandfather made grew and fried them for me as a kid, great memories!) 

We had drinks hurricane and a daiquiri. Both strong and delicious! So amazing! 

For our entrees, I had shrimp & grits and my cousin had oxtails with rice & sweet potatoes. All of it was INCREDIBLE! So good!! We were so satisfied so we didn't have dessert but it was such a great vibe, our server was sweet and the bar and outdoor dining was real cool. 

This will be my spot always when I visit Sacramento!"
"Roseville, CA","Stevan L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-11-21T13:56:03-08:00","en","5","0","0","0","0","1DdP6W_Hp_ncwXu_AJUTeg","I was in town for interviews and was hungry so I decided to look up some restaurants nearby. I found Fixin's soul kitchen and decided to check it out because I love soul food and miss my old go to spot that I don't live near anymore. Upon arrival, the energy in the building was great. The atmosphere was welcoming and comfortable. Everyone from the greeter to the bartender was fantastic with their service. Since I just walked in, I was told that the bar was open and I was by myself so I sat there. Mackenzie was quick and attentive to me. I ordered the oxtails as I wanted to try something new. 
My food came out quickly. I want to say no more than maybe seven minutes. The oxtails were super tender and delicious. Not only was my food delicious but I met the most wonderful woman. Aunt Pearl was greeting every single customer at the bar and she came to me next. She was the sweetest woman and genuinely cared about each of the customers. She was happy that I came in there and that I was trying something new and she also gave me some history about the owner of the restaurant, Oak Park, and a little about the area. Honestly, Aunt Pearl made me feel so welcomed that it made the visit extra special. I would definitely come back again. Thanks, Aunt Pearl!"
"Sacramento, CA","Bobbi P.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-02-18T16:14:39-08:00","en","5","1","2","0","1","cqL05AmMoZllX9uJisVkng","I had no clue this place existed... I'm so glad we gave it a chance because their food is so good! 

I highly recommend you make a reservation because they are busy!!!! We made a reservation via Open Table and that saved us a 2-hour wait. The staff was great, they were so busy but still managed to take care of us. The place is super clean and super cute. Parking is not that great but walking a block is not bad at all. 

The food was great. I highly recommend the fried green tomatoes and deep fried doubles eggs. They both are delicious. The chicken and waffles... holly cow I mean holy chicken... you have to get them, this was the best fried chicken I've had. The shrimp and grits was good as well, the only thing I didn't like was they left the tails on the shrimp, but that might be a personal preference. 

Will I be back? Absolutely! Do I recommend this place? Absolutely!"
"Discovery Bay, CA","Sasha T.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2024-03-30T09:31:23-07:00","en","4","1","0","0","1","KnXIq0tnURLGK_PmGb1lpQ","Had a craving for some good 'ole soul food before the Kings game...so we popped into Fixins.  First, the customer service was exceptional, from the greeter to the wait staff.  Our waitress was Vanessa and she was soooo sweet and attentive.  She consistently checked on us despite having several other tables to wait on.  Her recommendations did not disappoint either:). The decor is best described as urban with a historical twist - artwork was a play on African american hx and black folk traditions - we loved it!  Even the wait staff's shirts were cute, you all should sell 'em, lots a folks would buy them!

To the food - So, my roots (historically and familial) are born and bred Lousiana and Mississippi...so soul food and Sunday dinners were the traditional gold standard in our family (read everything made from scratch, no boxed nothing, lard, fatback and all parts of pig, traditional gumbo, hot water cornbread, chowchow, red beans & rice...u get the picture, right?!).  So let me start with the fried chicken- seasoned to perfection, crispy, moist and hot!  Okay, Fixins, I see you!!!  (Ps- I did see one patron using a knife and fork to eat her fried chicken‍, baby girl, you gotta get your hands dirty wit fried chicken, dig in, it taste better that way lol)...

The fish was juicy, plump and the cornmeal breading was delicious!  While I am partial to Basa/catfish other snapper (yeah, I know, bottom feeders - but they make for the best fried fish) - Fixins choice for fish was good too:)

The greens and smoked turkey necks were well seasoned, tasty and tender cooked and a hint of sweetness (iykyk), but didn't need the vinegar, not a bad thing-i know alot of us do it to our greens but they dont really need it, just a personal preference:). 

The mac n cheese, I sadly had to pass on.  So the thing about mac n cheese is this, the star is the cheese - so it better come gooey, cheesy and flavorful.  It wasn't horrible, but it had a tangy taste to me (like sour cream or a super sharp cheese was used idk...) and I am not a fan of ""cheesy sauce"" - I grew up on hand shredded cheese, butta and binders (milk, egg) - so cheesy it bubbles when cooked, has that slight bit of browning on top (ya'll know what im saying lol) and is gooey and stringy when plated!  That is really all u need in a good mac n cheese- so while it wasn't horrible, was my least fav at Fixins. 

While I didn't try the gumbo, it looked good.  I don't eat everyone's gumbo (remember Louisiana roots strong over here), but I will say, the coloring (looked like they started with a good roux) was on point and folks seemed to be enjoying it...maybe next time!

Overall, I really liked Fixins and would have given it 5 stars, but for the macncheese .... so get on over to Fixins, order some fried chicken and sip on some sweet tea or better yet, your favorite flavor of kool aid in a large mason jar (and you betta say red)(and yes, for those of ya'll that don't know, red is a flavor- don't try to understand - just go with it- lol) - Check 'em out, you won't be disappointed!!!"
"Oakland, CA","Tara M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-07-15T19:52:11-07:00","en","5","4","2","0","0","8mWwSe2VYb_47kccaoW23A","I officially have a new favorite restaurant.  My son and I were in the Sacramento area and knew we wanted soul food. I'm beyond happy we chose Fixins. 

My son loved the catfish. It was a sizeable portion, crispy texture with tender, flaky fish. He couldn't stop raving about the Mac-n-cheese. I tasted it and decided to get extra to go.

The Hot Chicken Sandwich was a definite experience in flavor. Just layers of perfection. Soft bun, followed by a flavorful sauce, crunchy slaw and that bite of crispy, juicy, perfectly spiced chicken. I kid you not, it was the best chicken sandwich I've eaten in my life. I very rarely eat fried foods, but I am extremely happy I did today. I cannot say enough about this sandwich. Oh yes, yummy pickles within the sandwich as well.

The lemonade was just like I would've wanted, nice tangy lemon with a hint of sweetness, it was just right. 

The restaurant is just aesthetically pleasing, gorgeous. They are meticulously clean, which was very nice. The service was a 5-star experience as well, everyone was courteous. Our server was great!

We left Fixins very happy, with full bellies and a promise to return soon. As my son said, ""I would drive out here just to have brunch."" I agreed!"
"San Jose, CA","Elle F.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-07-05T14:40:18-07:00","en","2","10","5","0","0","Pmix_ZnyX83V7n6jR0n03A","On the road starving and wanted something to eat on the drive back home .Very disappointed with their to go oxtails. At $25 per plate I was expecting a good portion. There was literally no rice underneath the oxtails. I get that the whole pandemic has been hard for a lot of businesses but people want consistency and rice is cheap so why skimp on rice especially when you're having oxtail ?! 

I couldn't even eat my food since there was barely any rice and it's pretty salty eating it alone. The oxtails was a bit underwhelming and didn't have the taste like it's been cooking for hours. It almost tasted like adobo. Wasn't bad but not exactly what I was expecting. I don't think I'll ever be ordering oxtails to go again from this place. 

Also if you're ordering to go and need utensils double check your bags since they don't put any utensils in there."
"Mid Central, Pasadena, CA","Chef Omar R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-08-02T17:28:12-07:00","en","5","2","1","0","0","5c-x0z2kpdPS79fEQSJn_w","Just walking up to Fixin's I could feel this was going to be a great experience. We were greeted in the front by a friendly group of team members who greeted us right away. 

Chandra was our server, and she was kind, giving us great customer service. She recommended a few appetizers, and the fried deviled eggs really grabbed my attention. Perfectly fried and seasoned, topped with crispy bacon. 

For the entrees, we ordered the two piece chicken and waffles, topped with strawberry butter. The waffles were so delicious with the strawberry butter I didn't need syrup! The chicken was perfectly seasoned inside and out. Also added sides of candied yams and Mac n cheese, both were on point!

I get excited when I try a new place and they get everything right. Looking forward to coming back with the whole family soon!"
"Concord, CA","Erica N.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-12-02T21:14:56-08:00","en","5","2","1","0","0","NdjwYJaFOF-isYl_ltw7TA","This place is so good! The watermelon margarita is delicious! One of my favorites! The mixture of the tequila, kool aid and salt is perf! I ordered the fried chicken, cheesy grits and Mac and cheese. Bombbbbbbbb! I definitely recommend!!"
"North Sacramento, Sacramento, CA","Monica B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-01-27T21:37:29-08:00","en","5","1","0","0","0","8wuKczRdwEsO7mwHRCNHZg","Fixens is Fire!! Every time we step foot in the door. From the customer service to the food our mouth is on fire with the great southern taste of the best soul food in town. 
Whether it's the fried chicken; Mac and cheese; greens and yams or the brown oxtails nestled with the savory brown gravy. You're in for a treat of goodness!! 
Go get that plates! Cause it Fireplace!"
